"id","basket_value","recency_days","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10","Item_11","Item_12","Item_13","Item_14","Item_15","Item_16","Item_17","Item_18","Item_19","Item_20","Item_21","Item_22","Item_23","Item_24","Item_25","Item_26","Item_27","Item_28","Item_29","Item_30","Item_31","Item_32"
3515,1.3,8,"pip fruit","other vegetables","frozen vegetables","canned vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,1.7,68,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517,1.7,63,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519,3.3,26,"tropical fruit","whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3520,1.7,66,"curd","UHT-milk","spread cheese","pasta","Instant food products","soda","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,
3523,3.1,45,"chocolate","dishes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3524,4.8,28,"soda","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3525,3.1,48,"cooking chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3527,2.5,64,"pork","other vegetables","whole milk","domestic eggs",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3528,10,16,"sausage","soft cheese","mayonnaise","ice cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3530,8.4,73,"tropical fruit","berries","rolls/buns","pastry","margarine","coffee","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,
3531,1.4,10,"bottled water","fruit/vegetable juice","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532,2.3,68,"citrus fruit","whole milk","waffles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3533,8.9,17,"root vegetables","whipped/sour cream","frozen vegetables","domestic eggs","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,
3534,1.6,70,"root vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535,3.6,41,"rolls/buns","bottled water","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,1.5,67,"yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3538,1.3,8,"other vegetables","white bread","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,5.6,73,"berries","butter milk","yogurt","pastry","bathroom cleaner",,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,10.2,73,"sausage","whole milk","pastry","salty snack","kitchen towels",,,,,,,,,,,,,,,,,,,,,,,,,,,
3542,1.4,10,"bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543,3.1,48,"chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3544,2.8,27,"root vegetables","whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,2.2,69,"tidbits","rolls/buns","coffee","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3546,1.2,5,"whole milk","frozen vegetables","coffee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3547,3.9,41,"citrus fruit","root vegetables","whole milk","coffee",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3548,9.1,73,"tropical fruit","grapes","whole milk","pastry","dog food","soda","waffles","specialty bar","cleaner","shopping bags",,,,,,,,,,,,,,,,,,,,,,
3549,3.8,45,"chicken","tropical fruit","brown bread","pickled vegetables","soda","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,
3551,9.3,17,"other vegetables","whole milk","whipped/sour cream","jam","soda","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,
3556,4,27,"pork","pip fruit","onions","other vegetables","whole milk","dessert","yogurt","whisky",,,,,,,,,,,,,,,,,,,,,,,,
3557,5.8,65,"whole milk","curd","yogurt","chocolate marshmallow","candy","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,
3558,14.1,12,"sausage","chicken","pork","beef","citrus fruit","tropical fruit","whole milk","processed cheese","frozen meals","domestic eggs","brown bread","semi-finished bread","soda","chocolate",,,,,,,,,,,,,,,,,,
3560,8,10,"root vegetables","herbs","other vegetables","whole milk","rolls/buns","roll products ","soda","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,
3561,2.2,61,"frankfurter","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,2.5,73,"other vegetables","whole milk","frozen potato products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3563,3.1,51,"chocolate","candy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3564,6.4,22,"sausage","yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566,5.3,73,"whole milk","pastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568,1.2,5,"whole milk","zwieback","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,1.7,71,"soda","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,2.2,53,"rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3572,5.1,35,"pip fruit","ice cream","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,1.4,10,"UHT-milk","artif. sweetener","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575,7.2,17,"tropical fruit","ice cream","frozen dessert","candy",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3576,6.9,3,"pork","tropical fruit","onions","herbs","whole milk","butter","frozen vegetables","rolls/buns","jam","bottled water","liquor (appetizer)",,,,,,,,,,,,,,,,,,,,,
3577,1.3,8,"other vegetables","UHT-milk","sauces","fruit/vegetable juice","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,1.4,10,"bottled water","canned beer","hygiene articles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3581,1.7,66,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3582,1.7,73,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,10,9,"sausage","grapes","sliced cheese","cream cheese ","ice cream","salty snack","waffles","chewing gum","napkins",,,,,,,,,,,,,,,,,,,,,,,
3584,4.1,73,"pastry","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3585,5.1,32,"frozen meals","ice cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3586,4.9,31,"tropical fruit","root vegetables","whole milk","frozen vegetables","domestic eggs","brown bread","semi-finished bread","canned beer",,,,,,,,,,,,,,,,,,,,,,,,
3588,5.2,63,"tropical fruit","pip fruit","UHT-milk","sugar","cat food","coffee","long life bakery product","chocolate","hygiene articles",,,,,,,,,,,,,,,,,,,,,,,
3590,12.2,73,"ham","turkey","tropical fruit","whole milk","butter","frozen meals","pastry","roll products ","semi-finished bread","cat food","soda","waffles","cake bar","specialty chocolate","kitchen towels","shopping bags",,,,,,,,,,,,,,,,
3591,17.8,73,"sausage","tropical fruit","pip fruit","root vegetables","whipped/sour cream","pastry","cat food","pet care","bottled beer",,,,,,,,,,,,,,,,,,,,,,,
3593,6.3,11,"whole milk","butter","whipped/sour cream","sliced cheese","cream cheese ","spices","specialty bar",,,,,,,,,,,,,,,,,,,,,,,,,
3594,1.3,8,"other vegetables","butter","curd","frozen vegetables","brown bread","hygiene articles",,,,,,,,,,,,,,,,,,,,,,,,,,
3596,4.3,31,"ham","whole milk","dessert","processed cheese","domestic eggs","white bread","pickled vegetables","specialty vegetables","coffee","specialty chocolate","dental care","hygiene articles",,,,,,,,,,,,,,,,,,,,
3597,7.1,15,"frankfurter","sausage","processed cheese","rolls/buns","liquor",,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,4.9,39,"sausage","white wine","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3599,1.4,10,"bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,6.6,2,"sausage","beverages","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,5.3,73,"pork","whole milk","pastry","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3604,3.7,51,"ham","tropical fruit","pip fruit","root vegetables","domestic eggs","napkins","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,
3607,3.1,31,"butter","oil","margarine","specialty fat","chocolate","candy",,,,,,,,,,,,,,,,,,,,,,,,,,
3608,6.9,73,"berries","other vegetables","yogurt","pastry","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
3609,1.3,8,"frankfurter","other vegetables","frozen vegetables","waffles","cake bar",,,,,,,,,,,,,,,,,,,,,,,,,,,
3610,5.3,59,"tropical fruit","yogurt","condensed milk","brown bread","soda","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,
3611,4.3,35,"beef","pip fruit","root vegetables","whole milk","yogurt","flour","dog food","canned beer",,,,,,,,,,,,,,,,,,,,,,,,
3612,9.4,73,"frankfurter","rolls/buns","pastry","vinegar","mustard","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,
3614,2.3,51,"citrus fruit","whole milk","semi-finished bread",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3615,3.4,33,"whole milk","rolls/buns","hygiene articles","napkins","house keeping products",,,,,,,,,,,,,,,,,,,,,,,,,,,
3617,9.7,11,"frankfurter","sausage","butter","flour","sugar","soda","chocolate",,,,,,,,,,,,,,,,,,,,,,,,,
3619,13.9,24,"sausage","cream cheese ","mayonnaise","rolls/buns","margarine","soda",,,,,,,,,,,,,,,,,,,,,,,,,,
3622,14,4,"frankfurter","sausage","citrus fruit","root vegetables","other vegetables","yogurt","soft cheese","spread cheese","rolls/buns","bottled water",,,,,,,,,,,,,,,,,,,,,,
3623,1.7,69,"soda","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3624,2.6,68,"citrus fruit","yogurt","fruit/vegetable juice","napkins",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3625,5.2,56,"other vegetables","frozen vegetables","domestic eggs","rolls/buns","canned vegetables","soda","hygiene articles","flower (seeds)","shopping bags",,,,,,,,,,,,,,,,,,,,,,,
3626,6.4,2,"sausage","yogurt","white wine","red/blush wine","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
3627,6.8,17,"beef","curd","cream cheese ","soda","photo/film",,,,,,,,,,,,,,,,,,,,,,,,,,,
3628,1.3,8,"other vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3629,2.2,51,"rolls/buns","prosecco","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3630,3.5,34,"other vegetables","frozen vegetables","frozen fish","rolls/buns","pickled vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,
3631,2.5,60,"other vegetables","whole milk","butter milk","specialty cheese",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3632,13.5,73,"root vegetables","other vegetables","whole milk","rolls/buns","pastry","bottled water","soda","waffles","cake bar",,,,,,,,,,,,,,,,,,,,,,,
3633,3.1,40,"cat food","bottled water","soda","white wine","salty snack","napkins","kitchen towels",,,,,,,,,,,,,,,,,,,,,,,,,
3634,1.2,5,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3636,2.2,75,"frankfurter","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3637,3.6,44,"tropical fruit","yogurt","coffee","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3638,4.8,42,"soda","chocolate marshmallow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3640,1.2,5,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3641,18.5,73,"sausage","pip fruit","whole milk","yogurt","sliced cheese","cream cheese ","pastry","soda","shopping bags",,,,,,,,,,,,,,,,,,,,,,,
3642,8.2,5,"sausage","tropical fruit","whole milk","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3643,10.4,3,"sausage","root vegetables","rolls/buns","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3644,1.2,5,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3645,7.1,3,"sausage","soft cheese","rolls/buns","brown bread",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3647,4.1,73,"pastry","canned beer","long life bakery product","candles",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3652,2.2,64,"rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3653,3.1,40,"bottled water","soda","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3654,1.4,10,"bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,2.2,68,"rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3656,13.4,3,"meat","pork","root vegetables","other vegetables","yogurt","cream cheese ","rolls/buns","white bread","vinegar","soda","cake bar","napkins",,,,,,,,,,,,,,,,,,,,
3657,1.5,60,"yogurt","artif. sweetener",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3658,3.9,33,"rolls/buns","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,1.7,73,"soda","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,2.2,53,"rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661,2.2,62,"frozen meals","rolls/buns","brown bread",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3662,4.9,37,"other vegetables","rolls/buns","bottled water","skin care",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3664,2.2,69,"rolls/buns","brown bread",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,2.2,56,"rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,11,5,"other vegetables","whole milk","yogurt","rolls/buns","brown bread","coffee","soda","fruit/vegetable juice","bottled beer","chocolate","specialty chocolate","specialty bar","napkins","dishes",,,,,,,,,,,,,,,,,,
3667,1.7,61,"coffee","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3669,20.2,73,"ham","chicken","citrus fruit","tropical fruit","berries","root vegetables","other vegetables","whole milk","yogurt","whipped/sour cream","beverages","soft cheese","sliced cheese","rolls/buns","pastry","semi-finished bread","oil","fruit/vegetable juice",,,,,,,,,,,,,,
3670,7.3,24,"frankfurter","chicken","ice cream","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3671,3.7,36,"yogurt","UHT-milk","rolls/buns","brown bread",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3672,7.4,19,"citrus fruit","pip fruit","whole milk","condensed milk","cream cheese ","domestic eggs","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,
3673,7.8,15,"sausage","root vegetables","other vegetables","brown bread","long life bakery product",,,,,,,,,,,,,,,,,,,,,,,,,,,
3674,8.8,1,"frankfurter","citrus fruit","tropical fruit","pip fruit","grapes","root vegetables","other vegetables","whole milk","yogurt","frozen meals","frozen fish","frozen dessert","brown bread",,,,,,,,,,,,,,,,,,,
3675,1.4,10,"liver loaf","brown bread","bottled water","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3676,14.1,73,"pork","grapes","berries","other vegetables","whipped/sour cream","frozen dessert","domestic eggs","rolls/buns","pastry","sugar","baking powder","bottled water","dishes",,,,,,,,,,,,,,,,,,,
3677,6.3,73,"frozen fish","rolls/buns","pastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3678,6.4,13,"herbs","other vegetables","whipped/sour cream","red/blush wine","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
3679,8,4,"grapes","root vegetables","other vegetables","whipped/sour cream","cat food","chewing gum","decalcifier","bathroom cleaner","napkins","dishes","kitchen towels",,,,,,,,,,,,,,,,,,,,,
3680,4.9,48,"sausage","sliced cheese","pickled vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3681,2.2,55,"frankfurter","soft cheese","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3682,2.2,56,"frankfurter","rolls/buns","chewing gum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3683,3.1,29,"chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3685,11.8,73,"whole milk","whipped/sour cream","pastry","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3686,4.9,36,"sausage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3687,8.7,73,"tropical fruit","grapes","other vegetables","whole milk","brown bread","pastry","fruit/vegetable juice","long life bakery product","pot plants",,,,,,,,,,,,,,,,,,,,,,,
3688,1.3,8,"herbs","other vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3689,9.9,17,"ham","citrus fruit","butter milk","yogurt","cream cheese ","rolls/buns","dog food","female sanitary products","napkins","pot plants",,,,,,,,,,,,,,,,,,,,,,
3690,2.2,65,"frankfurter","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3691,9,73,"chicken","tropical fruit","pip fruit","other vegetables","yogurt","pastry","bottled beer","red/blush wine",,,,,,,,,,,,,,,,,,,,,,,,
3692,9.6,73,"tropical fruit","pip fruit","whole milk","rolls/buns","pastry","fruit/vegetable juice","salty snack","detergent","make up remover",,,,,,,,,,,,,,,,,,,,,,,
3693,3.8,40,"citrus fruit","whole milk","butter","curd","yogurt","soft cheese",,,,,,,,,,,,,,,,,,,,,,,,,,
3694,4.8,48,"tropical fruit","whole milk","yogurt","beverages","brown bread","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,
3695,11.6,5,"beef","citrus fruit","tropical fruit","root vegetables","ice cream","roll products ","soda","canned beer","red/blush wine",,,,,,,,,,,,,,,,,,,,,,,
3696,1.3,8,"other vegetables","frozen fish","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,1.4,10,"bottled water","misc. beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,4.5,41,"bottled water","misc. beverages","cooking chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701,1.5,59,"curd","dessert","yogurt","white bread","long life bakery product","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,
3702,4.5,38,"citrus fruit","tropical fruit","other vegetables","salt","misc. beverages","fruit/vegetable juice","napkins",,,,,,,,,,,,,,,,,,,,,,,,,
3703,5.9,8,"citrus fruit","frozen vegetables","domestic eggs","brown bread","soda","chocolate","house keeping products",,,,,,,,,,,,,,,,,,,,,,,,,
3704,3.1,31,"pork","UHT-milk","bottled water","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3706,11.5,17,"tropical fruit","whole milk","ice cream","red/blush wine","chocolate","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,
3708,4.9,37,"pip fruit","onions","other vegetables","rolls/buns","Instant food products","tea","bottled water","salty snack",,,,,,,,,,,,,,,,,,,,,,,,
3709,7.9,73,"root vegetables","rolls/buns","pastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,1.2,5,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3711,7,14,"pip fruit","rolls/buns","pet care","soda","waffles","chocolate marshmallow","napkins",,,,,,,,,,,,,,,,,,,,,,,,,
3712,1.7,74,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3715,5.1,57,"ice cream","oil","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3716,9.1,16,"other vegetables","whole milk","curd","dessert","yogurt","cream cheese ","cat food",,,,,,,,,,,,,,,,,,,,,,,,,
3717,3.1,44,"chicken","root vegetables","yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3718,5.4,73,"grapes","berries","other vegetables","curd","sliced cheese","pastry","misc. beverages","salty snack","detergent","hygiene articles","napkins",,,,,,,,,,,,,,,,,,,,,
3720,5,48,"tropical fruit","root vegetables","other vegetables","frozen dessert","margarine",,,,,,,,,,,,,,,,,,,,,,,,,,,
3722,3.1,49,"specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3724,1.5,62,"yogurt","salty snack","napkins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3725,15.2,73,"root vegetables","other vegetables","dessert","whipped/sour cream","domestic eggs","pastry","chocolate","softener",,,,,,,,,,,,,,,,,,,,,,,,
3726,3.7,42,"chicken","beef","yogurt","rolls/buns","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,
3727,5.3,73,"whole milk","frozen fish","pastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3728,8.7,13,"sausage","tropical fruit","semi-finished bread","soda","salty snack","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,
3730,11.4,26,"sausage","tropical fruit","whole milk","butter milk","yogurt","white bread","meat spreads","soda","fruit/vegetable juice","shopping bags",,,,,,,,,,,,,,,,,,,,,,
3731,5.3,70,"UHT-milk","rolls/buns","popcorn","snack products","chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,
3734,1.7,70,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735,2.9,37,"pip fruit","whole milk","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736,1.1,2,"fish","citrus fruit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3738,7.1,14,"hamburger meat","tropical fruit","root vegetables","whole milk","frozen meals","rolls/buns","pasta","waffles",,,,,,,,,,,,,,,,,,,,,,,,
3739,1.2,5,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740,6.7,11,"pork","root vegetables","whipped/sour cream","domestic eggs","red/blush wine","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,,
3741,5.3,73,"meat","hamburger meat","whole milk","UHT-milk","hard cheese","pastry","sugar","pickled vegetables","long life bakery product",,,,,,,,,,,,,,,,,,,,,,,
3742,5.4,51,"hamburger meat","tropical fruit","pip fruit","root vegetables","Instant food products","soda","waffles","newspapers","shopping bags",,,,,,,,,,,,,,,,,,,,,,,
3743,2.1,57,"tropical fruit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,4.9,33,"whole milk","butter","yogurt","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3746,1.5,58,"yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3747,5.1,73,"ice cream","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3748,7.4,73,"citrus fruit","frozen dessert","domestic eggs","rolls/buns","pastry",,,,,,,,,,,,,,,,,,,,,,,,,,,
3749,1.4,10,"pet care","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750,13.1,73,"whipped/sour cream","rolls/buns","pastry","soda","salty snack","chewing gum","cleaner","female sanitary products","shopping bags",,,,,,,,,,,,,,,,,,,,,,,
3751,8.9,3,"chicken","hamburger meat","citrus fruit","whole milk","butter","yogurt","whipped/sour cream","curd cheese","pickled vegetables",,,,,,,,,,,,,,,,,,,,,,,
3752,14.5,1,"sausage","other vegetables","yogurt","whipped/sour cream","cream cheese ","soda","hygiene articles","cling film/bags",,,,,,,,,,,,,,,,,,,,,,,,
3753,2.2,64,"rolls/buns","white bread",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3754,1.7,70,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3755,2.5,55,"other vegetables","whole milk","frozen fish","white bread","pickled vegetables","long life bakery product",,,,,,,,,,,,,,,,,,,,,,,,,,
3756,1.6,61,"root vegetables","brown bread","baking powder","napkins","photo/film",,,,,,,,,,,,,,,,,,,,,,,,,,,
3757,1.6,57,"root vegetables","curd","mayonnaise","domestic eggs","margarine","mustard","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,
3758,1.5,74,"yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3759,7.6,73,"other vegetables","beverages","spread cheese","domestic eggs","rolls/buns","pastry",,,,,,,,,,,,,,,,,,,,,,,,,,
3760,1.5,76,"yogurt","beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3761,1.2,5,"liver loaf","whole milk","mustard","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3762,11.2,13,"tropical fruit","root vegetables","other vegetables","bottled water","soda","bottled beer","prosecco","chocolate","hygiene articles",,,,,,,,,,,,,,,,,,,,,,,
3763,4.3,49,"tropical fruit","rolls/buns","mustard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3768,3.4,40,"whole milk","rolls/buns","coffee","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3769,2.2,66,"rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3771,2.1,58,"hamburger meat","tropical fruit","hard cheese","white wine","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
3773,14.8,13,"sausage","meat","citrus fruit","yogurt","ice cream","rolls/buns","brown bread","pickled vegetables","jam","liquor","newspapers",,,,,,,,,,,,,,,,,,,,,
3778,1.3,8,"other vegetables","sweet spreads",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3779,5.1,68,"ham","curd","dessert","beverages","UHT-milk","cream cheese ","brown bread","mustard","sweet spreads",,,,,,,,,,,,,,,,,,,,,,,
3780,4.9,41,"sausage","salty snack","seasonal products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,1.3,8,"beef","other vegetables","butter milk","soups","sparkling wine",,,,,,,,,,,,,,,,,,,,,,,,,,,
3782,3.1,33,"specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3784,1.4,10,"semi-finished bread","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3786,1.6,56,"pip fruit","root vegetables","UHT-milk","frozen dessert","domestic eggs","margarine","pickled vegetables",,,,,,,,,,,,,,,,,,,,,,,,,
3787,9.2,73,"hamburger meat","onions","cream cheese ","brown bread","pastry","sugar","cereals","pet care",,,,,,,,,,,,,,,,,,,,,,,,
3788,6.3,73,"rolls/buns","pastry","napkins","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3789,1.6,57,"root vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3790,1.2,5,"pork","whole milk","dessert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3791,5.4,73,"other vegetables","white bread","pastry","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3795,3.3,36,"citrus fruit","onions","hard cheese","specialty cheese","frozen vegetables","frozen dessert","domestic eggs","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,
